 market ,country_code,region,funding_rounds,founded_month,founded_quarter,founded_year,seed,venture,round_A,round_B, funding_total_usd 
 Curated Web ,DEU,Frankfurt,1,2008-09,2008-Q3,2008,995625,0,0,0," 9,95,625 "
 B2B ,USA,New York City,3,2012-03,2012-Q1,2012,1500000,10000000,10000000,0," 1,15,00,000 "
 Web Tools ,USA,Austin,1,2003-01,2003-Q1,2003,0,40000000,40000000,0," 4,00,00,000 "
,DZA,Chlef,1,,,,40000,0,0,0,"40,000"
 Hardware + Software ,,,1,,,,0,0,0,0,"54,657"
 Health and Wellness ,USA,New York City,2,2012-03,2012-Q1,2012,2570000,0,0,0," 25,70,000 "
 Health and Wellness ,USA,SF Bay Area,1,2011-06,2011-Q2,2011,20000,0,0,0,"20,000"
,RUS,Moscow,1,1998-01,1998-Q1,1998,0,0,0,0," 9,00,000 "
 Nonprofits ,USA,San Diego,1,,,,0,4480000,0,0," 44,80,000 "
 High Tech ,ARE,Dubai,1,2013-09,2013-Q3,2013,30000,0,0,0,"30,000"
 Enterprise Software ,USA,Boston,4,2010-09,2010-Q3,2010,2018000,15800000,5000000,10800000," 1,78,18,000 "
 Hardware + Software ,USA,Elmira,2,,,,0,240000,0,0," 2,40,000 "
 Oil ,USA,Houston,4,2007-01,2007-Q1,2007,0,12920000,0,12920000," 29,79,20,000 "
 Publishing ,GBR,London,2,2010-01,2010-Q1,2010,5750000,6900000,6900000,0," 1,26,50,000 "
 Biotechnology ,USA,Minneapolis,2,,,,0,0,0,0," 12,50,000 "
 Consulting ,USA,Carthage,1,2012-09,2012-Q3,2012,10000,0,0,0,"10,000"
 Mobile ,FRA,Paris,1,2011-03,2011-Q1,2011,0,400000,400000,0," 4,00,000 "
 Mobile ,GTM,Guatemala City,3,2012-11,2012-Q4,2012,189600,300000,300000,0," 6,63,600 "
 Curated Web ,USA,SF Bay Area,1,2012-05,2012-Q2,2012,0,0,0,0, -   
 Health Care ,USA,Minneapolis,2,,,,0,750000,0,0," 7,50,000 "
 Media ,USA,SF Bay Area,3,2005-05,2005-Q2,2005,0,7000000,4000000,3000000," 73,00,000 "
,USA,Miami,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Human Resources ,CAN,Toronto,1,2012-01,2012-Q1,2012,2000000,0,0,0," 20,00,000 "
 Biotechnology ,USA,"Naples, Florida",1,2005-01,2005-Q1,2005,0,540760,0,0," 5,40,760 "
 Local ,FRA,Nice,1,2012-07,2012-Q3,2012,200000,0,0,0," 2,00,000 "
 Curated Web ,,,1,2009-01,2009-Q1,2009,528000,0,0,0," 5,28,000 "
 Games ,,,2,,,,225000,0,0,0," 2,25,000 "
 Biotechnology ,USA,Seattle,1,,,,0,7476000,0,0," 74,76,000 "
 Games ,CMR,CMR - Other,1,2013-01,2013-Q1,2013,0,115000,0,0," 1,15,000 "
 Health and Wellness ,USA,Lubbock,1,2012-01,2012-Q1,2012,0,105000,0,0," 1,05,000 "
,DEU,Berlin,1,,,,0,0,0,0, -   
 Public Relations ,USA,Newark,3,2001-01,2001-Q1,2001,2530000,24300000,0,11000000," 2,68,30,000 "
 Photography ,USA,New York City,1,2012-01,2012-Q1,2012,150000,0,0,0," 1,50,000 "
 Social Media ,USA,SF Bay Area,2,2011-02,2011-Q1,2011,770000,0,0,0," 7,70,000 "
 Curated Web ,FRA,Paris,1,2009-09,2009-Q3,2009,994490,0,0,0," 9,94,490 "
 Sales and Marketing ,USA,SF Bay Area,3,2008-05,2008-Q2,2008,1000000,9800000,2800000,7000000," 1,08,00,000 "
 Incentives ,DEU,Cologne,1,2011-02,2011-Q1,2011,0,0,0,0, -   
 Online Dating ,DEU,Hamburg,2,2007-02,2007-Q1,2007,137050,744450,744450,0," 8,81,500 "
 E-Commerce ,USA,Salt Lake City,1,,,,0,200000,0,0," 2,00,000 "
,,,1,,,,0,0,0,0, -   
 Games ,CZE,Prague,2,2008-01,2008-Q1,2008,0,20000000,5000000,15000000," 2,00,00,000 "
,USA,New York City,1,2014-05,2014-Q2,2014,0,0,0,0, -   
 Curated Web ,CAN,St. John's,2,2004-01,2004-Q1,2004,0,0,0,0," 1,70,00,000 "
 Games ,USA,SF Bay Area,1,2013-01,2013-Q1,2013,0,0,0,0, -   
 Enterprise Software ,USA,"Washington, D.C.",2,2012-01,2012-Q1,2012,100000,10370400,10370400,0," 1,04,70,400 "
 Software ,ISR,Tel Aviv,1,2012-04,2012-Q2,2012,0,0,0,0, -   
 Hospitality ,USA,New York City,3,2012-03,2012-Q1,2012,1000000,18500000,3500000,15000000," 1,95,00,000 "
 Food Processing ,USA,Chicago,1,2012-01,2012-Q1,2012,300000,0,0,0," 3,00,000 "
 Data Mining ,USA,Chicago,7,2012-02,2012-Q1,2012,46500,0,0,0,"46,500"
 Curated Web ,CHL,Santiago,1,,,,40000,0,0,0,"40,000"
 Education ,USA,Los Angeles,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Biotechnology ,USA,Los Angeles,4,2009-01,2009-Q1,2009,0,85000000,35000000,0," 8,52,50,000 "
 Mobile ,GBR,London,1,2014-01,2014-Q1,2014,400000,0,0,0," 4,00,000 "
 Software ,,,1,2013-01,2013-Q1,2013,0,25000,0,0,"25,000"
 Machine Learning ,USA,Tampa,1,2011-12,2011-Q4,2011,0,3500000,3500000,0," 35,00,000 "
 Big Data ,USA,SF Bay Area,1,2003-10,2003-Q4,2003,0,0,0,0," 2,00,000 "
 iPhone ,USA,SF Bay Area,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Analytics ,HKG,Hong Kong,1,2012-01,2012-Q1,2012,500000,0,0,0," 5,00,000 "
 Mobile Payments ,USA,Los Angeles,1,2013-07,2013-Q3,2013,75000,0,0,0,"75,000"
 Location Based Services ,ISR,Tel Aviv,1,2011-10,2011-Q4,2011,750000,0,0,0," 7,50,000 "
 Productivity Software ,IRL,Dublin,3,2012-11,2012-Q4,2012,71362,4000000,4000000,0," 46,82,497 "
 Pets ,,,1,2013-01,2013-Q1,2013,75000,0,0,0,"75,000"
 E-Commerce ,USA,SF Bay Area,1,2010-01,2010-Q1,2010,80000,0,0,0,"80,000"
 E-Commerce ,USA,Boston,4,2012-01,2012-Q1,2012,1041900,4500000,3500000,0," 64,59,900 "
 Software ,USA,"Albany, New York",1,1998-01,1998-Q1,1998,1000000,0,0,0," 10,00,000 "
 Finance ,USA,SF Bay Area,3,2005-03,2005-Q1,2005,0,0,0,0," 90,00,000 "
 Hardware ,USA,Boston,2,2003-01,2003-Q1,2003,0,11600000,1600000,0," 1,16,00,000 "
,,,2,,,,0,0,0,0, -   
 Beauty ,USA,Hartford,1,2010-01,2010-Q1,2010,0,0,0,0,"25,000"
 SaaS ,USA,SF Bay Area,2,,,,97000,0,0,0,"97,000"
 Curated Web ,SWE,Stockholm,1,2011-01,2011-Q1,2011,2000000,0,0,0," 20,00,000 "
,ISR,Tel Aviv,1,,,,0,550000,550000,0," 5,50,000 "
 Education ,CAN,Ottawa,2,1998-01,1998-Q1,1998,0,0,0,0, -   
 Internet ,,,1,2011-01,2011-Q1,2011,0,600000,0,0," 6,00,000 "
 iPhone ,ITA,Pisa,2,2011-07,2011-Q3,2011,200000,0,0,0," 4,00,000 "
,USA,Nashville,1,,,,15000,0,0,0,"15,000"
 Creative ,USA,SF Bay Area,2,2011-01,2011-Q1,2011,2000000,5000000,5000000,0," 70,00,000 "
 Semiconductors ,NZL,Auckland,1,,,,0,1340000,0,0," 13,40,000 "
 Android ,USA,SF Bay Area,2,2011-08,2011-Q3,2011,0,21000000,6000000,15000000," 2,10,00,000 "
 Technology ,DEU,Berlin,1,2011-02,2011-Q1,2011,0,0,0,0, -   
 Photography ,CHN,Beijing,1,2011-01,2011-Q1,2011,0,9000000,0,0," 90,00,000 "
,DEU,Dresden,1,2008-01,2008-Q1,2008,0,0,0,0, -   
 Enterprises ,MEX,MEX - Other,2,2013-01,2013-Q1,2013,1500000,0,0,0," 15,00,000 "
,,,1,,,,0,0,0,0, -   
 Mobile ,KOR,Seoul,1,2009-08,2009-Q3,2009,0,1267155,0,0," 12,67,155 "
 Software ,USA,"Washington, D.C.",3,2009-01,2009-Q1,2009,0,1825000,0,0," 18,25,000 "
 Web Hosting ,FRA,FRA - Other,1,2013-01,2013-Q1,2013,130000,0,0,0," 1,30,000 "
 Advertising ,USA,Los Angeles,2,2014-02,2014-Q1,2014,1000000,0,0,0," 10,00,000 "
 Games ,USA,SF Bay Area,2,2007-01,2007-Q1,2007,0,19000000,1000000,0," 1,90,00,000 "
 Biotechnology ,USA,Greenville - Spartanburg,1,2005-01,2005-Q1,2005,0,0,0,0, -   
 Web Hosting ,USA,San Diego,1,2003-01,2003-Q1,2003,0,10000000,0,10000000," 1,00,00,000 "
 Education ,USA,SF Bay Area,1,2012-01,2012-Q1,2012,0,0,0,0," 5,00,000 "
 Games ,USA,Las Vegas,1,2013-01,2013-Q1,2013,0,770000,0,0," 7,70,000 "
 Medical ,USA,Hartford,1,,,,0,792560,0,0," 7,92,560 "
 Cloud-Based Music ,TWN,Taiwan,1,,,,0,104000000,0,0," 10,40,00,000 "
 Games ,SGP,Singapore,1,2012-01,2012-Q1,2012,0,9300000,0,0," 93,00,000 "
,,,1,,,,0,0,0,0, -   
 Recipes ,GBR,London,1,2009-11,2009-Q4,2009,650000,0,0,0," 6,50,000 "
,NLD,NLD - Other,1,,,,0,3453579,3453579,0," 34,53,579 "
 Payments ,SWE,Stockholm,6,2005-02,2005-Q1,2005,0,166200000,2200000,9000000," 28,20,74,000 "
 Mobile ,DEU,Berlin,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Curated Web ,USA,New York City,1,2008-07,2008-Q3,2008,0,0,0,0," 1,50,000 "
 Clean Technology ,USA,Austin,8,2008-01,2008-Q1,2008,0,10159005,0,0," 1,57,18,378 "
 Travel ,FRA,Le Plessis-robinson,1,1994-01,1994-Q1,1994,0,13330000,0,13330000," 1,33,30,000 "
,USA,Chattanooga,1,1998-10,1998-Q4,1998,0,0,0,0, -   
 Hardware + Software ,USA,SF Bay Area,2,,,,0,58000000,30000000,28000000," 5,80,00,000 "
 Software ,USA,Boston,2,2011-01,2011-Q1,2011,0,1324000,0,0," 15,74,000 "
 Clean Technology ,USA,Newark,1,2006-09,2006-Q3,2006,0,0,0,0, -   
 E-Commerce ,RUS,RUS - Other,1,,,,80000,0,0,0,"80,000"
 E-Commerce ,FIN,Helsinki,1,,,,344314,0,0,0," 3,44,314 "
 Software ,GBR,London,1,2010-01,2010-Q1,2010,0,0,0,0, -   
 Payments ,USA,SF Bay Area,3,2002-01,2002-Q1,2002,0,0,0,0," 13,30,000 "
 Mobile Games ,USA,Los Angeles,1,2006-01,2006-Q1,2006,1200000,0,0,0," 12,00,000 "
 Social Media ,USA,Los Angeles,1,2010-01,2010-Q1,2010,0,500000,500000,0," 5,00,000 "
 Software ,USA,NY - Other,1,,,,0,2932920,0,0," 29,32,920 "
,,,1,2014-02,2014-Q1,2014,300000,0,0,0," 3,00,000 "
 Search ,ITA,Milan,2,2009-05,2009-Q2,2009,0,0,0,0," 20,51,813 "
 Health Care ,SGP,Singapore,3,2011-07,2011-Q3,2011,604000,0,0,0," 6,44,000 "
 iPhone ,USA,Las Vegas,1,2012-06,2012-Q2,2012,0,0,0,0, -   
 Mobile ,,,2,,,,0,10000000,0,8000000," 1,00,00,000 "
 E-Commerce ,USA,SF Bay Area,1,2011-01,2011-Q1,2011,0,0,0,0, -   
 Business Intelligence ,,,1,2001-01,2001-Q1,2001,0,0,0,0," 16,55,479 "
 Mobile ,GBR,London,1,2011-02,2011-Q1,2011,0,0,0,0, -   
,USA,"Naples, Florida",1,2013-01,2013-Q1,2013,0,0,0,0," 20,75,000 "
 Software ,USA,Seattle,1,2000-01,2000-Q1,2000,0,8700000,8700000,0," 87,00,000 "
 Media ,GBR,GBR - Other,1,2013-08,2013-Q3,2013,50000,0,0,0,"50,000"
 Software ,USA,Boston,1,2001-01,2001-Q1,2001,0,10000000,0,0," 1,00,00,000 "
 Design ,,,1,,,,0,0,0,0, -   
 Games ,SGP,Singapore,1,,,,0,750000,750000,0," 7,50,000 "
 Technology ,GBR,London,1,2011-06,2011-Q2,2011,720000,0,0,0," 7,20,000 "
 News ,USA,New York City,5,2012-07,2012-Q3,2012,65000,0,0,0," 14,96,500 "
 Auctions ,,,1,2011-05,2011-Q2,2011,30000,0,0,0,"30,000"
 Finance ,USA,San Diego,1,2014-06,2014-Q2,2014,0,0,0,0, -   
 Search ,CHL,Santiago,1,,,,40000,0,0,0,"40,000"
,,,1,,,,0,0,0,0, -   
 Developer APIs ,USA,SF Bay Area,1,2011-12,2011-Q4,2011,0,0,0,0," 13,00,000 "
 Enterprise Software ,USA,Dallas,1,2009-12,2009-Q4,2009,0,0,0,0," 20,00,000 "
 Social Media ,USA,SF Bay Area,6,2008-08,2008-Q3,2008,0,40000000,1500000,8500000," 4,00,00,000 "
 Curated Web ,USA,New York City,1,2008-01,2008-Q1,2008,1000000,0,0,0," 10,00,000 "
 Online Scheduling ,USA,Los Angeles,3,2011-08,2011-Q3,2011,2950000,0,0,0," 29,50,000 "
 Photography ,USA,Boston,1,2011-01,2011-Q1,2011,0,130032,0,0," 1,30,032 "
 Social Media Management ,CHN,Beijing,1,2010-01,2010-Q1,2010,0,10000000,0,10000000," 1,00,00,000 "
 Publishing ,USA,Philadelphia,1,2010-01,2010-Q1,2010,0,0,0,0, -   
 Innovation Management ,USA,SF Bay Area,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Finance ,SWE,Stockholm,1,2013-04,2013-Q2,2013,0,14000000,14000000,0," 1,40,00,000 "
 Health and Wellness ,USA,New York City,3,2007-01,2007-Q1,2007,0,6500000,0,3500000," 65,00,000 "
 Software ,CAN,Toronto,2,2004-01,2004-Q1,2004,0,482000,0,0," 4,82,000 "
 Game ,USA,SF Bay Area,1,2012-08,2012-Q3,2012,0,6000000,0,0," 60,00,000 "
 Enterprise Software ,USA,Orlando,5,2004-01,2004-Q1,2004,1450000,0,0,0," 16,50,000 "
 Education ,USA,Chattanooga,2,2007-06,2007-Q2,2007,500000,0,0,0," 46,00,000 "
 Mobile ,,,1,,,,0,0,0,0," 1,64,744 "
 Travel ,,,1,,,,0,0,0,0, -   
 Education ,USA,New York City,5,2008-01,2008-Q1,2008,0,105000000,2500000,6000000," 10,50,00,000 "
 Mobile ,CAN,Toronto,1,2012-01,2012-Q1,2012,1100000,0,0,0," 11,00,000 "
 Search ,USA,SF Bay Area,2,,,,0,0,0,0," 5,00,000 "
 Games ,USA,Tampa,1,2011-07,2011-Q3,2011,0,0,0,0, -   
 iOS ,,,2,2013-04,2013-Q2,2013,537868,0,0,0," 5,37,868 "
 Clean Technology ,USA,San Diego,1,,,,0,12000000,0,0," 1,20,00,000 "
 Biotechnology ,CAN,Westmount,1,,,,0,0,0,0," 18,00,00,000 "
,GBR,Derbyshire,1,1989-01,1989-Q1,1989,0,0,0,0, -   
 Games ,CAN,AB - Other,1,2011-05,2011-Q2,2011,0,0,0,0, -   
 Security ,USA,SF Bay Area,2,2013-04,2013-Q2,2013,1530000,0,0,0," 15,30,000 "
 Messaging ,IND,New Delhi,1,2010-06,2010-Q2,2010,0,0,0,0," 5,00,000 "
 Curated Web ,CHE,Zurich,1,2013-10,2013-Q4,2013,0,0,0,0, -   
 Software ,USA,SF Bay Area,7,2009-05,2009-Q2,2009,0,72717595,7499999,26797600," 9,48,85,095 "
 Software ,USA,New York City,5,2003-01,2003-Q1,2003,0,13912889,7500000,5062889," 1,44,12,889 "
 Software ,USA,Nashville,1,2014-06,2014-Q2,2014,0,0,0,0,"1,500"
 Software ,KOR,Seoul,1,2012-12,2012-Q4,2012,0,94551,0,0,"94,551"
 Games ,ISR,ISR - Other,2,2007-08,2007-Q3,2007,0,4500000,3500000,0," 45,00,000 "
 Games ,USA,Memphis,1,2012-01,2012-Q1,2012,15000,0,0,0,"15,000"
 Big Data ,USA,KS - Other,3,2013-05,2013-Q2,2013,400000,0,0,0," 6,50,000 "
 Education ,GBR,London,3,2012-03,2012-Q1,2012,270000,0,0,0," 2,70,000 "
 Online Travel ,ESP,Barcelona,2,2011-05,2011-Q2,2011,970000,0,0,0," 9,70,000 "
 Biotechnology ,USA,Boston,4,2007-01,2007-Q1,2007,0,28800000,0,0," 2,88,00,000 "
 E-Commerce ,GBR,London,1,,,,1664696,0,0,0," 16,64,696 "
 Biotechnology ,USA,Pittsburgh,5,2010-01,2010-Q1,2010,0,88500001,10000000,10000000," 9,16,15,394 "
,ARE,Dubai,1,,,,0,0,0,0, -   
 Mobile ,USA,SF Bay Area,1,2012-02,2012-Q1,2012,1500000,0,0,0," 15,00,000 "
 Email Marketing ,USA,Akron - Canton,1,2003-01,2003-Q1,2003,0,500000,0,0," 5,00,000 "
 Weddings ,USA,Cleveland,1,2013-12,2013-Q4,2013,25000,0,0,0,"25,000"
 E-Commerce ,IND,New Delhi,1,,,,0,0,0,0," 1,60,000 "
,,,1,,,,0,0,0,0, -   
 Enterprise Software ,USA,New York City,3,2001-01,2001-Q1,2001,0,7710995,0,0," 77,10,995 "
 Product Design ,DEU,Berlin,1,,,,0,0,0,0,"69,000"
 Software ,USA,Seattle,1,,,,500000,0,0,0," 5,00,000 "
 Software ,USA,New York City,1,2011-01,2011-Q1,2011,0,777967,0,0," 7,77,967 "
 Software ,IND,New Delhi,3,2009-08,2009-Q3,2009,0,22500000,6500000,16000000," 2,25,00,000 "
 Games ,USA,Los Angeles,3,1989-01,1989-Q1,1989,60000,26800000,0,0," 2,68,60,000 "
 Education ,USA,New York City,7,2010-09,2010-Q3,2010,0,10611124,0,0," 1,61,20,360 "
 Software ,USA,Denver,4,2000-01,2000-Q1,2000,0,12860573,0,0," 1,57,25,816 "
 Education ,USA,SF Bay Area,1,,,,0,0,0,0," 41,50,000 "
 Email ,GBR,London,1,2009-09,2009-Q3,2009,0,2391663,2391663,0," 23,91,663 "
 Education ,,,1,,,,40000,0,0,0,"40,000"
 SaaS ,USA,Raleigh,3,2006-05,2006-Q2,2006,0,7621051,2200000,4750000," 76,21,051 "
 Software ,USA,Boston,6,2010-02,2010-Q1,2010,0,5200000,5200000,0," 1,11,96,032 "
 Software ,USA,SF Bay Area,2,2001-01,2001-Q1,2001,0,3600000,1250000,2350000," 36,00,000 "
 Internet ,,,2,,,,0,0,0,0, -   
 Social Media ,,,1,2014-04,2014-Q2,2014,50000,0,0,0,"50,000"
 Analytics ,USA,Raleigh,2,2012-12,2012-Q4,2012,0,1127622,0,0," 14,27,622 "
 Information Services ,,,1,2000-01,2000-Q1,2000,0,13000000,0,0," 1,30,00,000 "
 Education ,USA,New York City,3,2012-01,2012-Q1,2012,1800000,6800000,0,0," 86,00,000 "
 Social Media ,CZE,CZE - Other,1,2012-07,2012-Q3,2012,40000,0,0,0,"40,000"
 Advertising ,USA,Cleveland,1,,,,0,0,0,0," 3,00,000 "
 Curated Web ,USA,KY - Other,1,2011-01,2011-Q1,2011,150000,0,0,0," 1,50,000 "
,ESP,Barcelona,1,2012-01,2012-Q1,2012,51295,0,0,0,"51,295"
 Finance ,,,3,2013-06,2013-Q2,2013,980000,625000,0,0," 16,05,000 "
 Social Search ,USA,New York City,1,2013-01,2013-Q1,2013,2250000,0,0,0," 22,50,000 "
 Mobile ,GBR,London,1,2011-12,2011-Q4,2011,0,0,0,0, -   
 Photo Sharing ,USA,New York City,2,2012-01,2012-Q1,2012,0,8400000,8400000,0," 84,00,000 "
 Archiving ,USA,Anaheim,1,2006-01,2006-Q1,2006,20000,0,0,0,"20,000"
 E-Commerce ,CHE,CHE - Other,3,2010-01,2010-Q1,2010,450769,2715200,0,0," 31,65,969 "
 Personalization ,USA,Chicago,1,2011-04,2011-Q2,2011,410000,0,0,0," 4,10,000 "
 Games ,,,1,2013-01,2013-Q1,2013,25000,0,0,0,"25,000"
 Consumers ,CAN,Toronto,1,2012-01,2012-Q1,2012,9791,0,0,0,"9,791"
 Optimization ,USA,SF Bay Area,1,2012-08,2012-Q3,2012,1800000,0,0,0," 18,00,000 "
 Technology ,USA,New York City,2,2001-01,2001-Q1,2001,0,156000000,0,0," 15,60,00,000 "
 News ,CAN,Toronto,3,2009-12,2009-Q4,2009,0,78812455,15049873,12264150," 7,88,12,455 "
 Facebook Applications ,FRA,Paris,1,2008-06,2008-Q2,2008,0,7747010,7747010,0," 77,47,010 "
 Cooking ,AUT,Vienna,2,2012-02,2012-Q1,2012,0,0,0,0, -   
 E-Commerce ,,,1,2012-02,2012-Q1,2012,0,0,0,0, -   
 Curated Web ,USA,SF Bay Area,2,2008-01,2008-Q1,2008,0,0,0,0," 45,00,000 "
 K-12 Education ,USA,SF Bay Area,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Hardware + Software ,USA,"Rochester, New York",1,2013-01,2013-Q1,2013,0,0,0,0," 1,71,90,245 "
 Finance Technology ,,,1,2013-01,2013-Q1,2013,17000,0,0,0,"17,000"
 Messaging ,USA,Dallas,1,2001-01,2001-Q1,2001,0,15000000,0,15000000," 1,50,00,000 "
 Curated Web ,USA,SF Bay Area,4,2011-07,2011-Q3,2011,9250000,9530159,2000000,7530159," 1,87,80,159 "
 Hospitality ,CHL,CHL - Other,1,,,,40000,0,0,0,"40,000"
 Games ,,,1,,,,0,0,0,0, -   
 Video ,,,2,2012-12,2012-Q4,2012,0,0,0,0," 13,35,000 "
,USA,Chicago,1,2011-03,2011-Q1,2011,0,0,0,0,"48,000"
 Software ,USA,Anaheim,6,1991-01,1991-Q1,1991,0,9111000,0,0," 95,61,000 "
 Image Recognition ,FRA,Strasbourg,1,2005-10,2005-Q4,2005,0,0,0,0, -   
 Entertainment ,USA,Montgomery,1,2013-02,2013-Q1,2013,0,0,0,0,"30,000"
 Hardware + Software ,USA,St. Louis,1,2011-01,2011-Q1,2011,0,21000,0,0,"21,000"
 Games ,USA,New York City,1,2010-06,2010-Q2,2010,670000,0,0,0," 6,70,000 "
 Analytics ,GBR,London,1,1987-07,1987-Q3,1987,0,0,0,0, -   
 Social Media ,USA,New York City,1,2011-01,2011-Q1,2011,3000000,0,0,0," 30,00,000 "
 Bitcoin ,NLD,Amsterdam,1,,,,25000,0,0,0,"25,000"
 Internet ,USA,SF Bay Area,2,2014-06,2014-Q2,2014,1450000,0,0,0," 14,50,000 "
 Hospitality ,USA,Kansas City,1,2012-07,2012-Q3,2012,0,0,0,0, -   
 Events ,USA,"Washington, D.C.",1,2011-02,2011-Q1,2011,20000,0,0,0,"20,000"
 Hospitality ,GBR,Bristol,1,2012-01,2012-Q1,2012,0,0,0,0," 2,27,287 "
 Hardware + Software ,USA,Spokane,1,2007-01,2007-Q1,2007,0,250000,0,0," 2,50,000 "
,USA,Los Angeles,1,2012-04,2012-Q2,2012,0,0,0,0, -   
 Licensing ,USA,Anaheim,1,2007-07,2007-Q3,2007,0,0,0,0, -   
 Mobile ,,,2,2014-06,2014-Q2,2014,13597,0,0,0," 2,62,476 "
 Social Media ,USA,New York City,1,,,,0,2300000,0,0," 23,00,000 "
 Biotechnology ,USA,Hartford,6,2007-01,2007-Q1,2007,0,146000000,45000000,10000000," 14,60,00,000 "
,USA,SF Bay Area,1,,,,0,0,0,0, -   
 Semiconductors ,USA,SF Bay Area,1,2003-01,2003-Q1,2003,0,7000000,0,0," 70,00,000 "
 Social Media ,UKR,Simferopol,1,2010-06,2010-Q2,2010,0,0,0,0," 3,00,000 "
 Advertising ,IND,Mumbai,5,2006-10,2006-Q4,2006,0,67000000,7000000,6000000," 9,70,00,000 "
 E-Commerce ,,,2,2012-05,2012-Q2,2012,0,1450000,550000,900000," 14,50,000 "
 Mobile ,DEU,Berlin,2,2010-01,2010-Q1,2010,0,0,0,0, -   
 Credit ,AUT,Vienna,4,2012-02,2012-Q1,2012,0,0,0,0," 42,50,000 "
,NLD,Amsterdam,1,,,,0,0,0,0, -   
,,,2,2014-03,2014-Q1,2014,14000,0,0,0,"14,000"
 Business Intelligence ,ESP,Barcelona,1,2014-06,2014-Q2,2014,65269,0,0,0,"65,269"
 Enterprise Software ,USA,"Manchester, New Hampshire",1,2011-02,2011-Q1,2011,500000,0,0,0," 5,00,000 "
,,,1,,,,0,0,0,0," 1,00,00,000 "
 Therapeutics ,USA,Seattle,6,2009-01,2009-Q1,2009,0,63457677,2600441,10857236," 6,36,57,688 "
,KOR,Seoul,1,2013-08,2013-Q3,2013,5000000,0,0,0," 50,00,000 "
 Clean Technology ,USA,Boston,3,2001-01,2001-Q1,2001,0,68800000,0,0," 8,88,00,000 "
 Software ,USA,SF Bay Area,1,1999-01,1999-Q1,1999,0,2000000,0,0," 20,00,000 "
 News ,FRA,Paris,1,2008-01,2008-Q1,2008,0,4215900,0,4215900," 42,15,900 "
 Home Automation ,NGA,Lagos,4,2012-07,2012-Q3,2012,3500000,75000000,10000000,25000000," 7,85,00,000 "
 Games ,USA,SF Bay Area,4,2006-01,2006-Q1,2006,0,19000000,1000000,8000000," 1,90,00,000 "
 Telecommunications ,CHN,Beijing,1,2002-03,2002-Q1,2002,0,6800000,0,0," 68,00,000 "
 Enterprise Search ,NOR,Oslo,1,2014-02,2014-Q1,2014,0,0,0,0,"49,000"
 Health and Wellness ,GBR,Daresbury,1,2010-07,2010-Q3,2010,0,0,0,0," 1,07,012 "
 Software ,,,2,,,,400000,0,0,0," 4,00,000 "
 Employment ,IRL,Cork,1,2013-09,2013-Q3,2013,24329,0,0,0,"24,329"
 Enterprise Software ,USA,Atlanta,2,2012-06,2012-Q2,2012,50000,0,0,0," 4,50,000 "
 Web Hosting ,USA,Seattle,1,,,,0,0,0,0," 9,22,000 "
 Education ,NLD,Amsterdam,1,2013-01,2013-Q1,2013,0,0,0,0," 3,30,434 "
 News ,USA,Seattle,1,2012-12,2012-Q4,2012,0,0,0,0, -   
 Apps ,IND,Chennai,2,2013-08,2013-Q3,2013,155000,0,0,0," 1,55,000 "
 Education ,ITA,Modena,1,2014-07,2014-Q3,2014,100000,0,0,0," 1,00,000 "
 Internet of Things ,POL,Krakow,2,2013-04,2013-Q2,2013,250000,2000000,0,0," 22,50,000 "
 Hardware + Software ,DEU,Bonn,1,,,,0,0,0,0, -   
 Advertising ,USA,SF Bay Area,5,2003-01,2003-Q1,2003,0,36140000,7000000,10300000," 3,61,40,000 "
 Apps ,FRA,Montreuil,1,2010-10,2010-Q4,2010,833549,0,0,0," 8,33,549 "
 Enterprise Software ,USA,SF Bay Area,4,2000-01,2000-Q1,2000,0,19839650,0,10700000," 2,03,93,131 "
 Banking ,DEU,Munich,1,,,,0,0,0,0, -   
 Manufacturing ,USA,San Diego,1,,,,0,48799840,0,0," 4,87,99,840 "
 Finance ,TUR,Istanbul,1,2010-10,2010-Q4,2010,0,0,0,0, -   
 Engineering Firms ,DEU,Munich,1,2014-03,2014-Q1,2014,100000,0,0,0," 1,00,000 "
 Health Care ,USA,Orlando,5,2007-01,2007-Q1,2007,0,98400000,20000000,2000000," 9,84,00,000 "
 Search ,CHE,Zurich,1,2006-11,2006-Q4,2006,0,2920000,2920000,0," 29,20,000 "
 Employment ,USA,"Washington, D.C.",4,2008-01,2008-Q1,2008,2000000,5000000,5000000,0," 70,00,000 "
 Games ,CHN,Shenzhen,1,2003-01,2003-Q1,2003,0,1000000,1000000,0," 10,00,000 "
 Games ,USA,New York City,1,2013-11,2013-Q4,2013,0,0,0,0, -   
 Curated Web ,CHN,Beijing,3,2005-12,2005-Q4,2005,0,32000000,3000000,4000000," 3,20,00,000 "
 Software ,USA,Boston,1,1999-01,1999-Q1,1999,0,6500000,0,0," 65,00,000 "
 Social Media ,,,2,2011-07,2011-Q3,2011,120759,0,0,0," 4,06,939 "
